Method Strike Volatility
Reference 1008.0 0.469330877
Reference 1209.6 0.414404424
Reference 1411.2 0.367296885
Reference 1612.8 0.327108549
Reference 1814.4 0.294442259
Reference 1915.2 0.281546662
Reference 2016.0 0.271399379
Reference 2116.8 0.264274619
Reference 2217.6 0.260233568
Reference 2419.2 0.260279105
Reference 2620.8 0.267799208
Reference 3024.0 0.291990984
Parabola 1008.0 0.6387895115194304
Parabola 1028.16 0.6213922346729918
Parabola 1048.32 0.6047269659779486
Parabola 1068.48 0.5887583795474677
Parabola 1088.64 0.5734534060950959
Parabola 1108.8 0.5587810522610275
Parabola 1128.96 0.5447122372916361
Parabola 1149.12 0.5312196451348985
Parabola 1169.28 0.518277590259983
Parabola 1189.44 0.5058618957201748
Parabola 1209.6 0.4939497821598583
Parabola 1229.76 0.4825197666229696
Parabola 1249.92 0.4715515701559423
Parabola 1270.08 0.4610260333157737
Parabola 1290.24 0.4509250387961261
Parabola 1310.4 0.4412314404735029
Parabola 1330.56 0.4319289982533904
Parabola 1350.72 0.4230023181644035
Parabola 1370.88 0.414436797208244
Parabola 1391.04 0.4062185725258134
Parabola 1411.2 0.3983344744860875
Parabola 1431.3600000000001 0.39077198334517915
Parabola 1451.52 0.383519189159089
Parabola 1471.68 0.3765647546656007
Parabola 1491.84 0.3698978808791121
Parabola 1512.0 0.36350827516737383
Parabola 1532.1599999999999 0.35738612160152033
Parabola 1552.3200000000002 0.35152205339075115
Parabola 1572.48 0.3459071272308595
Parabola 1592.6399999999999 0.34053279941174575
Parabola 1612.8 0.33539090354333956
Parabola 1632.96 0.33047362977215333
Parabola 1653.12 0.3257735053721904
Parabola 1673.28 0.3212833766042689
Parabola 1693.44 0.3169963917471337
Parabola 1713.6 0.3129059852121173
Parabola 1733.76 0.30900586266068863
Parabola 1753.92 0.3052899870510756
Parabola 1774.08 0.30175256554633995
Parabola 1794.24 0.29838803722189855
Parabola 1814.4 0.2951910615155723
Parabola 1834.56 0.29215650736786797
Parabola 1854.72 0.28927944300439773
Parabola 1874.88 0.2865551263161649
Parabola 1895.04 0.2839789957969237
Parabola 1915.2 0.281546662
Parabola 1935.3600000000001 0.2792538994798525
Parabola 1955.52 0.27709663918630534
Parabola 1975.6799999999998 0.27507096128180086
