scheme asset expiry alpha error
BDF2-10 dell 0.0191780822 0.30008779254517337 0.05832041953756199
BDF2-10 dell 0.0849315068 0.3338537670215763 0.0212713475014875
BDF2-10 dell 0.1616438356 0.34325003575902224 0.008676528585586173
BDF2-10 dell 0.2383561644 0.34708910778851243 0.0034453581009089226
BDF2-10 dell 0.4904109589 0.34756631496665147 0.0014156990788995534
BDF2-10 dell 0.7479452055 0.35155374863078764 5.799475357232247E-4
BDF2-10 dell 1.0 0.3599284599930602 5.917371801223988E-4
BDF2-10 dell 1.495890411 0.3763107013186886 9.782984744635978E-4
BDF2-10 dell 2.0 0.3859796816294564 0.0012001415467236742
BDF2-10 dell 3.0 0.3982135502651977 0.0014262476765986964
BDF2-10 dell 4.0 0.40802600802189565 0.0015295400380384734
BDF2-10 dell 4.997260274 0.4181002626301688 0.0015838874758103846
BDF2-10 dell 7.002739726 1.6482334580206441 0.0017412517214424482
BDF2-10 dell 10.002739726 0.9173141084827348 0.0014980459887366229
LS-20 1 0.057534247 0.27110804376977327 5.068729073357703E-4
LS-20 1 0.153424658 0.25619305734144243 7.839953034485522E-4
LS-20 1 0.230136986 0.2560428620663117 1.1825963200326082E-4
LS-20 1 0.479452055 0.25492264116419033 9.461259975269493E-5
LS-20 1 0.728767123 0.25669219576499486 5.525100556896403E-5
LS-20 1 1.22739726 0.26001124621689536 4.5709267567515106E-5
LS-20 1 1.726027397 0.2610101371609061 3.653055572690279E-5
LS-20 1 2.243835616 0.2622285858534363 3.1022586107731876E-5
LS-20 1 2.742465753 0.26216141912161417 2.779513509626877E-5
LS-20 1 3.24109589 0.26301847136592915 2.5667352423637338E-5
LS-20 1 4.238356164 0.2642068834657438 2.3067789942513757E-5
LS-20 sp500 0.0191780822 0.18283188931759586 0.030307422762806346
LS-20 sp500 0.0849315068 0.1663511949131069 0.013835698700320538
LS-20 sp500 0.1616438356 0.16255468798100972 0.009515680442332808
LS-20 sp500 0.2383561644 0.1660979294762034 0.010481686313244776
LS-20 sp500 0.4904109589 0.172819771755303 0.011336352388279946
LS-20 sp500 0.7479452055 0.1812646704283539 0.010299144765540783
LS-20 sp500 1.0 0.18717324018761924 0.008907473189791985
LS-20 sp500 1.495890411 0.1994107518239999 0.005575869618751613
LS-20 sp500 2.0 0.20894836771049669 0.0038247655087239097
LS-20 sp500 3.0 0.2262570336917163 0.0027727370784799508
LS-20 sp500 4.0 0.23697911375068675 0.002166452089425198
LS-20 sp500 4.997260274 0.24437831053703277 0.0018255331190824094
LS-20 sp500 7.002739726 0.2735312370075239 0.001399783629770987
LS-20 sp500 10.002739726 0.3075962050932082 0.0011072268418816126
LS-20 euro50 0.0191780822 0.19762598539028117 0.028553004289288447
LS-20 euro50 0.0849315068 0.17714617300752483 0.01081233115222276
LS-20 euro50 0.1616438356 0.17838839264619336 0.003710814640490651
LS-20 euro50 0.2383561644 0.18621056931612673 0.002254048585494301
LS-20 euro50 0.4904109589 0.19962230960667024 0.0023293600310627834
LS-20 euro50 0.7479452055 0.21078426155419613 0.002662165514920725
LS-20 euro50 0.997260274 0.21901388685024806 0.00266323722470622
LS-20 euro50 1.495890411 0.22730601678871742 0.002515375655883093
LS-20 euro50 1.997260274 0.2307493325929352 0.0020313691317733534
LS-20 euro50 2.997260274 0.2331159374270775 0.0015126461660593241
LS-20 euro50 4.0 0.23455112858575275 0.0012365851058556822
LS-20 euro50 4.997260274 0.23644416591136078 0.0011087144333744067
LS-20 euro50 7.0 0.23993871742940537 9.585458049626615E-4
LS-20 euro50 10.002739726 0.24570348070891782 8.380939434021265E-4
LS-20 msci 0.0191780822 0.24481422062797437 0.05758117167552645
LS-20 msci 0.0849315068 0.22288229404589738 0.014474562320716415
LS-20 msci 0.1616438356 0.22463034960191575 0.005893257297115211
LS-20 msci 0.2383561644 0.22414037480985663 0.014417934816827845
LS-20 msci 0.4904109589 0.22128299512386146 0.014080913944382831
LS-20 msci 0.7479452055 0.23842843166597127 0.009773237290589687
LS-20 msci 1.0 0.24663793466005568 0.007841670275560281
LS-20 msci 1.495890411 0.23373699563750028 0.005726359183055892
LS-20 msci 2.0 0.22556363479553035 0.004482862362842513
LS-20 msci 3.0 0.2182598583007477 0.003106549949929007
LS-20 msci 4.0 0.21556753751299898 0.0023555898339305023
LS-20 msci 4.997260274 0.21399939348696737 0.001961400148346131
LS-20 msci 7.002739726 0.21404491257125313 0.0017283755382004012
LS-20 msci 10.002739726 0.21791362269514108 0.0017846338619632355
LS-20 bnp 0.0191780822 0.30506764780397966 0.03538852487412511
LS-20 bnp 0.0849315068 0.30136341258221416 0.008579163127270294
LS-20 bnp 0.1616438356 0.30475752034932213 0.001707082946112659
LS-20 bnp 0.2383561644 0.30866543375035693 0.001650727500601829
LS-20 bnp 0.4904109589 0.31458976610730277 0.003108427258262158
LS-20 bnp 0.7479452055 0.3279417261591328 0.0024453490635982476
LS-20 bnp 1.0 0.3410318658373586 0.003856471252773041
LS-20 bnp 1.495890411 0.3520862391059041 0.004608056908860162
LS-20 bnp 2.0 0.3620017836380183 0.0038924923514384847
LS-20 bnp 3.0 0.3860640849771417 0.002391496571909686
LS-20 bnp 4.0 0.39953155793660505 0.0015495255967063251
LS-20 bnp 4.997260274 0.40872835350893943 0.001024194663379339
LS-20 bnp 7.002739726 0.41624425503223994 7.251103109541956E-4
LS-20 bnp 10.002739726 0.4214773509268463 0.0011196475933806006
LS-20 axa 0.0191780822 0.2582751990689714 0.039669666365557396
LS-20 axa 0.0849315068 0.2378358918406089 0.009638174357199185
LS-20 axa 0.1616438356 0.24131212130888893 0.0020442503355272293
LS-20 axa 0.2383561644 0.24856877974957614 0.001902823171048118
LS-20 axa 0.4904109589 0.25718038816065936 0.0019838015083419465
LS-20 axa 0.7479452055 0.2717117263581096 0.002790600865929319
LS-20 axa 1.0 0.2835560694429393 0.005175998786329779
LS-20 axa 1.495890411 0.2851427049272118 0.003387598656419457
LS-20 axa 2.0 0.2944976405740141 0.0024930868005341943
LS-20 axa 3.0 0.3057636149513328 0.001490987240507222
LS-20 axa 4.0 0.31361408096361343 9.395918299411151E-4
LS-20 axa 4.997260274 0.3201854090761955 5.927258506277631E-4
LS-20 axa 7.002739726 0.3314767870548044 2.1895852602374233E-4
LS-20 axa 10.002739726 0.3428239146615053 7.863797640220354E-4
LS-20 airliq 0.0191780822 0.17571650079386728 0.027012114017549847
LS-20 airliq 0.0849315068 0.17378084134119434 0.008630841471909421
LS-20 airliq 0.1616438356 0.17535091998956115 0.0025815715313383344
LS-20 airliq 0.2383561644 0.17814959290506094 0.0013206716885228954
LS-20 airliq 0.4904109589 0.18360128994803884 0.0011662002479495732
LS-20 airliq 0.7479452055 0.19464461276533102 0.002284877339924133
LS-20 airliq 1.0 0.20264426003855718 0.0023957366219427814
LS-20 airliq 1.495890411 0.20226768417760405 0.0028386272623541573
LS-20 airliq 2.0 0.21112060522080628 0.0023945392324146906
LS-20 airliq 3.0 0.221557570304278 0.0019396214598360534
LS-20 airliq 4.0 0.22875524456332258 0.0017100492747608922
LS-20 airliq 4.997260274 0.2348254230717789 0.0015723852507137028
LS-20 airliq 7.002739726 0.245231563303849 0.0014446350807652524
LS-20 airliq 10.002739726 0.26080134846661474 0.001495144296925984
LS-20 bancorp 0.0191780822 0.23154931079494862 0.015180188683801336
LS-20 bancorp 0.0849315068 0.22142898972530622 0.006637414798622295
LS-20 bancorp 0.1616438356 0.21695406632263217 0.0037324781897725154
LS-20 bancorp 0.2383561644 0.21398544407491785 0.002736736887613017
LS-20 bancorp 0.4904109589 0.22089158126286892 0.004957393602376536
LS-20 bancorp 0.7479452055 0.22598267086657708 0.007611244536932187
LS-20 bancorp 1.0 0.22873692788477246 0.009007334210975727
LS-20 bancorp 1.495890411 0.23210877480507275 0.010450011489164622
LS-20 bancorp 2.0 0.23457886819635906 0.011206689210245696
LS-20 bancorp 3.0 0.23891190516124067 0.011950656928671703
LS-20 bancorp 4.0 0.24358055379557111 0.012300285241694657
LS-20 bancorp 4.997260274 0.24935845711859714 0.012480039700380204
LS-20 bancorp 7.002739726 0.26938918818361834 0.012586544716183099
LS-20 bancorp 10.002739726 0.5735837267773098 0.012509145855847897
LS-20 wells 0.0191780822 0.2859287189454303 0.06021876313201032
LS-20 wells 0.0849315068 0.25332810656379956 0.017951118966476307
LS-20 wells 0.1616438356 0.24624223088558653 0.006220215535733543
LS-20 wells 0.2383561644 0.2439032269073145 0.0033918037427442664
LS-20 wells 0.4904109589 0.26343508703073104 0.003570887611914428
LS-20 wells 0.7479452055 0.2718605332204689 0.0035112583942682003
LS-20 wells 1.0 0.2762388720416567 0.003027920612972731
LS-20 wells 1.495890411 0.27724532850025885 0.002789359969922119
LS-20 wells 2.0 0.2790056110164013 0.0026697267572067924
LS-20 wells 3.0 0.2811319208869307 0.0028693235574326634
LS-20 wells 4.0 0.2836660077293993 0.003459372584306109
LS-20 wells 4.997260274 0.28704635033480225 0.003919296470434861
LS-20 wells 7.002739726 0.29560993855063084 0.004511524223123425
LS-20 wells 10.002739726 0.31261606413378296 0.0049855106943352675
LS-20 dell 0.0191780822 0.29156772011815923 0.05331037816436934
LS-20 dell 0.0849315068 0.33092119946103066 0.019570034393477993
LS-20 dell 0.1616438356 0.3417319586442234 0.00788438543405897
LS-20 dell 0.2383561644 0.34602752629693717 0.0029580814870032775
LS-20 dell 0.4904109589 0.3470249053054822 0.0016322320411578954
LS-20 dell 0.7479452055 0.3511564027934202 6.703424824115323E-4
LS-20 dell 1.0 0.3595708161011281 5.439732874992643E-4
LS-20 dell 1.495890411 0.37602058632889607 9.491495085290747E-4
LS-20 dell 2.0 0.3856856001154475 0.00118855248626735
LS-20 dell 3.0 0.3978170452703552 0.0014268405938861095
LS-20 dell 4.0 0.4074352306493639 0.0015342650267199242
LS-20 dell 4.997260274 0.4172086342170912 0.001590601788835717
LS-20 dell 7.002739726 0.44325028822266577 0.0016247287215275601
LS-20 dell 10.002739726 0.5572709560889962 0.001576450711943946
LS-5 1 0.057534247 0.27316992455839667 0.002695868302674398
LS-5 1 0.153424658 0.25686091544749 7.819473892349277E-4
LS-5 1 0.230136986 0.2563825114260222 6.17526885598005E-4
LS-5 1 0.479452055 0.2548789296168423 2.1850320419911253E-4
LS-5 1 0.728767123 0.2565393118449 1.0637257655312643E-4
LS-5 1 1.22739726 0.2597815232886802 6.137261413730719E-5
LS-5 1 1.726027397 0.2607545193891949 4.702118044381798E-5
LS-5 1 2.243835616 0.26195786172762703 3.948756790470856E-5
LS-5 1 2.742465753 0.26188275069950373 3.5223372766455295E-5
LS-5 1 3.24109589 0.2627333671541278 3.248796368377953E-5
LS-5 1 4.238356164 0.2639139818415574 2.9059292271191553E-5
LS-5 sp500 0.0191780822 0.18898228541470377 0.03331426889098505
LS-5 sp500 0.0849315068 0.16861786727441402 0.01492654136864645
LS-5 sp500 0.1616438356 0.1638279049842737 0.0097789542714709
LS-5 sp500 0.2383561644 0.1659577816177496 0.010539778046455523
LS-5 sp500 0.4904109589 0.17275961191117437 0.011272451755255682
LS-5 sp500 0.7479452055 0.1814481773694939 0.010177447402397186
LS-5 sp500 1.0 0.18725489267945605 0.008803170119389381
LS-5 sp500 1.495890411 0.19935557848408433 0.005516594468663095
LS-5 sp500 2.0 0.20882958049843056 0.003785667794666383
LS-5 sp500 3.0 0.226037150411185 0.0027468816451402278
LS-5 sp500 4.0 0.23677054286036256 0.0021499032083786927
LS-5 sp500 4.997260274 0.24415586483210255 0.0018132533160153614
LS-5 sp500 7.002739726 0.27328510402273426 0.001392010985281897
LS-5 sp500 10.002739726 0.30755731500238936 0.001092101976944462
LS-5 euro50 0.0191780822 0.1969579819764886 0.03258216904986039
LS-5 euro50 0.0849315068 0.17909616311126614 0.012216238283895757
LS-5 euro50 0.1616438356 0.1792294680994603 0.004210949137017582
LS-5 euro50 0.2383561644 0.18674856609192755 0.002458179052852508
LS-5 euro50 0.4904109589 0.1997155705097526 0.0023764412035368362
LS-5 euro50 0.7479452055 0.2107342908018127 0.0026741361458568085
LS-5 euro50 0.997260274 0.21889310290278582 0.002663369387812467
LS-5 euro50 1.495890411 0.2271199037908357 0.0025046420561608993
LS-5 euro50 1.997260274 0.2305307399684249 0.002019578102420311
LS-5 euro50 2.997260274 0.2328759873552289 0.001503214000364464
LS-5 euro50 4.0 0.23430297711205733 0.001228986956038611
LS-5 euro50 4.997260274 0.2361928273672091 0.0011022832650908407
LS-5 euro50 7.0 0.23968840499070065 9.540080989372616E-4
LS-5 euro50 10.002739726 0.24546676080607277 8.352863272857896E-4
LS-5 msci 0.0191780822 0.23720169705122904 0.05820787500841739
LS-5 msci 0.0849315068 0.22519317007084966 0.01611396995652163
LS-5 msci 0.1616438356 0.22227845540043586 0.005852176900930582
LS-5 msci 0.2383561644 0.22469786231336855 0.014648553871044257
LS-5 msci 0.4904109589 0.2215016003992885 0.013955815528647721
LS-5 msci 0.7479452055 0.23838796310102953 0.00974043958649329
LS-5 msci 1.0 0.2465017456175835 0.007823178440380931
LS-5 msci 1.495890411 0.23357144087354517 0.005708787481468289
LS-5 msci 2.0 0.22538664447674886 0.004465748639227237
LS-5 msci 3.0 0.21807055825425464 0.0030910548096915653
LS-5 msci 4.0 0.21549422479675792 0.002340827156179238
LS-5 msci 4.997260274 0.21394338973393343 0.0019317204092431657
LS-5 msci 7.002739726 0.21397906169338968 0.0016877103913690759
LS-5 msci 10.002739726 0.21784536637452234 0.0017476559349877854
LS-5 bnp 0.0191780822 0.3083969266607687 0.03807555711640718
LS-5 bnp 0.0849315068 0.3029472165936292 0.009428153068361726
LS-5 bnp 0.1616438356 0.30521170537079756 0.001773366248385144
LS-5 bnp 0.2383561644 0.3088050638657098 0.0016816907322912765
LS-5 bnp 0.4904109589 0.31444928468906513 0.003071308978061431
LS-5 bnp 0.7479452055 0.32769405239812394 0.002425666799923858
LS-5 bnp 1.0 0.3407488116301229 0.003832228561165862
LS-5 bnp 1.495890411 0.3517517023008919 0.004587014597118105
LS-5 bnp 2.0 0.3616612491261836 0.0038738160386454193
LS-5 bnp 3.0 0.3856514242689423 0.002383987721961064
LS-5 bnp 4.0 0.3990772142045628 0.0015463832891070093
LS-5 bnp 4.997260274 0.4082398883168425 0.0010232545383188213
LS-5 bnp 7.002739726 0.4160398511694467 6.959050147577524E-4
LS-5 bnp 10.002739726 0.4212384183820016 0.001091536432194645
LS-5 axa 0.0191780822 0.26198967001465545 0.03805071103417116
LS-5 axa 0.0849315068 0.23996678979850014 0.011463144120897701
LS-5 axa 0.1616438356 0.24199618342336335 0.0024263476778249183
LS-5 axa 0.2383561644 0.24879780426532463 0.002128246027597608
LS-5 axa 0.4904109589 0.2571210140245683 0.0020131539818851
LS-5 axa 0.7479452055 0.2715533527948055 0.002782465755014819
LS-5 axa 1.0 0.2833409759174394 0.005161197641768288
LS-5 axa 1.495890411 0.28485333787271777 0.00337993841518857
LS-5 axa 2.0 0.29418639247766354 0.002486479410338953
LS-5 axa 3.0 0.3054286364524691 0.0014863071508486373
LS-5 axa 4.0 0.3132632011930973 9.364787958023465E-4
LS-5 axa 4.997260274 0.3198212446697766 5.907555572434277E-4
LS-5 axa 7.002739726 0.33133781246843885 2.026134917778975E-4
LS-5 axa 10.002739726 0.3426783287377331 7.566332019590418E-4
LS-5 airliq 0.0191780822 0.17807811389028982 0.02482604662515439
LS-5 airliq 0.0849315068 0.17657661860061688 0.010688549530550987
LS-5 airliq 0.1616438356 0.17660555934497252 0.0033475981994403824
LS-5 airliq 0.2383561644 0.17892648918065493 0.001753574739301458
LS-5 airliq 0.4904109589 0.18382939118146044 0.0013578872338437318
LS-5 airliq 0.7479452055 0.19467967835415875 0.002358685992287586
LS-5 airliq 1.0 0.20258524106158815 0.002422117498033895
LS-5 airliq 1.495890411 0.2021458791304459 0.002822520432639351
LS-5 airliq 2.0 0.21095730785169947 0.0023763908251286945
LS-5 airliq 3.0 0.22135898944913687 0.001922959635819292
LS-5 airliq 4.0 0.2285403900950019 0.0016957715828572648
LS-5 airliq 4.997260274 0.23460177119217285 0.001560138842632688
LS-5 airliq 7.002739726 0.2451539777691577 0.001426737317097071
LS-5 airliq 10.002739726 0.2607417832366382 0.0014720250833193357
LS-5 bancorp 0.0191780822 0.23814101755299485 0.017628244353343266
LS-5 bancorp 0.0849315068 0.22347614945414787 0.007993902292574795
LS-5 bancorp 0.1616438356 0.21773800801090337 0.004272321681162704
LS-5 bancorp 0.2383561644 0.21426028915339612 0.0029341817274988204
LS-5 bancorp 0.4904109589 0.22078333961295762 0.005043222242793818
LS-5 bancorp 0.7479452055 0.22579730042237534 0.007632422666570945
LS-5 bancorp 1.0 0.2285241090233643 0.009007694602842823
LS-5 bancorp 1.495890411 0.23187710433563977 0.010438344855620448
LS-5 bancorp 2.0 0.23434262429408112 0.011192699746492861
LS-5 bancorp 3.0 0.23868280966062635 0.011937807484547654
LS-5 bancorp 4.0 0.2433695498870041 0.012289785549137004
LS-5 bancorp 4.997260274 0.24917586279249368 0.01247181760576933
LS-5 bancorp 7.002739726 0.2693644885850876 0.012582320972423382
LS-5 bancorp 10.002739726 0.5061468244833981 0.01253824632533288
LS-5 wells 0.0191780822 0.2754420191225586 0.06037579094688446
LS-5 wells 0.0849315068 0.25468087007026396 0.019257715212272288
LS-5 wells 0.1616438356 0.24661302382913639 0.006567895411496692
LS-5 wells 0.2383561644 0.24399640230516836 0.0035490832874031705
LS-5 wells 0.4904109589 0.2633867732003795 0.0035501886549861666
LS-5 wells 0.7479452055 0.27172663256992313 0.003477019399115894
LS-5 wells 1.0 0.2760545177922729 0.0029972317726265608
LS-5 wells 1.495890411 0.27701986739572393 0.002763662953662927
LS-5 wells 2.0 0.2787593412310594 0.0026485461502334215
LS-5 wells 3.0 0.2810561076498351 0.0028147980173734233
LS-5 wells 4.0 0.2835766717335976 0.00340180649501737
LS-5 wells 4.997260274 0.2869498618759523 0.0038677422195575943
LS-5 wells 7.002739726 0.2955134881814499 0.004470982196632496
LS-5 wells 10.002739726 0.31257016557197687 0.004954393598476872
LS-5 dell 0.0191780822 0.30709630592337034 0.05831447421760436
LS-5 dell 0.0849315068 0.3315813412625358 0.02047128182352432
LS-5 dell 0.1616438356 0.3417153713391061 0.008198774080776476
LS-5 dell 0.2383561644 0.34586183295437495 0.0031178485674919366
LS-5 dell 0.4904109589 0.34672068890052576 0.0015855507674961172
LS-5 dell 0.7479452055 0.3508195885085609 6.475497766946181E-4
LS-5 dell 1.0 0.3592145099421222 5.481335455884562E-4
LS-5 dell 1.495890411 0.3756117364402635 9.481436211460516E-4
LS-5 dell 2.0 0.3852540130598248 0.0011841708414310698
LS-5 dell 3.0 0.3973690428239909 0.0014223998135093363
LS-5 dell 4.0 0.40698750371493647 0.001530944936773107
LS-5 dell 4.997260274 0.41677253332105196 0.0015880892952479728
LS-5 dell 7.002739726 0.442932179285149 0.0016230095530762533
LS-5 dell 10.002739726 0.560223461246384 0.0015745913490280016
LS-10 1 0.057534247 0.27178289846452774 0.0013361668064531594
LS-10 1 0.153424658 0.25651650628401473 6.806096715441943E-4
LS-10 1 0.230136986 0.25611492995574975 1.8146951815840062E-4
LS-10 1 0.479452055 0.2549132532417822 1.0235578424152954E-4
LS-10 1 0.728767123 0.25666185807299924 5.9047256483611855E-5
LS-10 1 1.22739726 0.25996611775166545 4.793955902274963E-5
LS-10 1 1.726027397 0.2609600405305658 3.836401560003763E-5
LS-10 1 2.243835616 0.2621756768410167 3.2578735252265395E-5
LS-10 1 2.742465753 0.26210707247877346 2.9145430100862785E-5
LS-10 1 3.24109589 0.26296295735255554 2.6870590011910875E-5
LS-10 1 4.238356164 0.2641499692654214 2.4072108333440684E-5
LS-10 sp500 0.0191780822 0.1851377369990156 0.031534778276874266
LS-10 sp500 0.0849315068 0.1864682373562123 0.022740921103321744
LS-10 sp500 0.1616438356 0.1628710964471212 0.009541543663793716
LS-10 sp500 0.2383561644 0.1652933502219889 0.010446211861564721
LS-10 sp500 0.4904109589 0.17284701738779618 0.01131633654763718
LS-10 sp500 0.7479452055 0.1813041011306739 0.010273527243918262
LS-10 sp500 1.0 0.18718972482432028 0.008886788839119716
LS-10 sp500 1.495890411 0.19939956912488155 0.005564327562510599
LS-10 sp500 2.0 0.2089176595691499 0.00381708914987064
LS-10 sp500 3.0 0.22622316012612118 0.002767656592011826
LS-10 sp500 4.0 0.2369383365347756 0.002163223570777155
LS-10 sp500 4.997260274 0.24433468825773436 0.0018231251318443146
LS-10 sp500 7.002739726 0.27348309000644466 0.0013982246671256303
LS-10 sp500 10.002739726 0.3075894160946433 0.0011041590780755035
LS-10 euro50 0.0191780822 0.19719672532203636 0.03008542281557049
LS-10 euro50 0.0849315068 0.17759720638962853 0.011144111257462359
LS-10 euro50 0.1616438356 0.17858237340451338 0.003807524403378685
LS-10 euro50 0.2383561644 0.1863205913172709 0.0022850004121701723
LS-10 euro50 0.4904109589 0.19963986086389438 0.0023366160488683336
LS-10 euro50 0.7479452055 0.21077406714407484 0.0026640391861612266
LS-10 euro50 0.997260274 0.2189901509765548 0.0026631791033469017
LS-10 euro50 1.495890411 0.22726960801681462 0.0025133394654917314
LS-10 euro50 1.997260274 0.23070652646412418 0.0020291352159817083
LS-10 euro50 2.997260274 0.23306891598889456 0.001510845562969068
LS-10 euro50 4.0 0.2345023769930594 0.0012351103725484884
LS-10 euro50 4.997260274 0.23639467212319884 0.0011074074918886896
LS-10 euro50 7.0 0.23988935751424856 9.574856129339863E-4
LS-10 euro50 10.002739726 0.24565715930005091 8.372704892355129E-4
LS-10 msci 0.0191780822 0.24573034312948067 0.057878354383427914
LS-10 msci 0.0849315068 0.22347517405008094 0.014890030685750774
LS-10 msci 0.1616438356 0.22208340778538335 0.005553903923542026
LS-10 msci 0.2383561644 0.22417099179022137 0.014450320580124947
LS-10 msci 0.4904109589 0.22133054669414137 0.014053273718435068
LS-10 msci 0.7479452055 0.238420673082899 0.009766751327348038
LS-10 msci 1.0 0.24661153978927539 0.007838076793009406
LS-10 msci 1.495890411 0.23370442165933714 0.005722956711902234
LS-10 msci 2.0 0.22552902635981084 0.004479542850868874
LS-10 msci 3.0 0.2182226048189882 0.0031035318847115762
LS-10 msci 4.0 0.21555805494131738 0.0023525006670471545
LS-10 msci 4.997260274 0.21398829636277605 0.0019554320591317217
LS-10 msci 7.002739726 0.21403195328500343 0.001720330117328924
LS-10 msci 10.002739726 0.21790039770777744 0.0017773432258881546
LS-10 bnp 0.0191780822 0.3071981388813971 0.036815264965698445
LS-10 bnp 0.0849315068 0.30172839340134927 0.008747998588071534
LS-10 bnp 0.1616438356 0.3048478055275213 0.0017062796125912178
LS-10 bnp 0.2383561644 0.3086916727596305 0.0016518219526610678
LS-10 bnp 0.4904109589 0.3145620330522581 0.003100968174651091
LS-10 bnp 0.7479452055 0.32789330161270525 0.0024414891210862
LS-10 bnp 1.0 0.34097661278161734 0.003851752116736487
LS-10 bnp 1.495890411 0.35202066073487975 0.004603979628715373
LS-10 bnp 2.0 0.36193506695500927 0.003888806478536867
LS-10 bnp 3.0 0.38598304092104235 0.002389917106490019
LS-10 bnp 4.0 0.399442762335664 0.0015486563396974302
LS-10 bnp 4.997260274 0.4086353545500904 0.0010236456652866538
LS-10 bnp 7.002739726 0.416204552319234 7.194255566185525E-4
LS-10 bnp 10.002739726 0.42143053073645453 0.0011147926349360485
LS-10 axa 0.0191780822 0.26174869635491227 0.040296028370835645
LS-10 axa 0.0849315068 0.2383544738269803 0.01011559188958135
LS-10 axa 0.1616438356 0.2414510318432828 0.002112537223717252
LS-10 axa 0.2383561644 0.24861231650844 0.0019435282356879662
LS-10 axa 0.4904109589 0.25716821588435373 0.001988616669552151
LS-10 axa 0.7479452055 0.27168070426311886 0.0027889176011875513
LS-10 axa 1.0 0.2835140966735762 0.005173147475848547
LS-10 axa 1.495890411 0.2850860907993957 0.0033861695191413333
LS-10 axa 2.0 0.29443669214163615 0.002491842894223355
LS-10 axa 3.0 0.3056976832298387 0.0014900359487975282
LS-10 axa 4.0 0.313545042233736 9.388261632265896E-4
LS-10 axa 4.997260274 0.32011395003904225 5.920789588573198E-4
LS-10 axa 7.002739726 0.33144975199466353 2.15034668574745E-4
LS-10 axa 10.002739726 0.34279580036789625 7.809160106293449E-4
LS-10 airliq 0.0191780822 0.1782103732210288 0.027157758550591955
LS-10 airliq 0.0849315068 0.1748192925382915 0.009320097871745661
LS-10 airliq 0.1616438356 0.1756348936597704 0.00275723107188459
LS-10 airliq 0.2383561644 0.1783148674769617 0.0014098621184053953
LS-10 airliq 0.4904109589 0.18364593755304798 0.0011996276180984296
LS-10 airliq 0.7479452055 0.1946508008419737 0.002298080039142419
LS-10 airliq 1.0 0.20263239017642184 0.0024004398238181525
LS-10 airliq 1.495890411 0.20224382945716873 0.002835471642775678
LS-10 airliq 2.0 0.21108867543968557 0.002391008876726258
LS-10 airliq 3.0 0.2215186781045305 0.0019363774352061335
LS-10 airliq 4.0 0.2287130975988111 0.0017072688407650932
LS-10 airliq 4.997260274 0.23478156093728444 0.0015699967724350143
LS-10 airliq 7.002739726 0.24521629590441496 0.001441003329552611
LS-10 airliq 10.002739726 0.2607899851300896 0.0014905546152603761
LS-10 bancorp 0.0191780822 0.2342445052042385 0.016628114077290135
LS-10 bancorp 0.0849315068 0.2219161371937682 0.006994096006095195
LS-10 bancorp 0.1616438356 0.21711452165178807 0.0038445805168356505
LS-10 bancorp 0.2383561644 0.21403727990434745 0.002772848149673781
LS-10 bancorp 0.4904109589 0.22087001247983346 0.004973640531003177
LS-10 bancorp 0.7479452055 0.2259464549642477 0.007615366157789607
LS-10 bancorp 1.0 0.22869541378522126 0.009007477490523516
LS-10 bancorp 1.495890411 0.23206358629684287 0.010447826862837623
LS-10 bancorp 2.0 0.2345332476684183 0.01120404780009244
LS-10 bancorp 3.0 0.2388671337609974 0.011948147604872096
LS-10 bancorp 4.0 0.2435413555829439 0.012298115012308293
LS-10 bancorp 4.997260274 0.24932325619512716 0.012478234413404489
LS-10 bancorp 7.002739726 0.2693830082792365 0.012585511507793381
LS-10 bancorp 10.002739726 0.5319489396902571 0.012517837575747563
LS-10 wells 0.0191780822 0.2844627410422661 0.06023781702081246
LS-10 wells 0.0849315068 0.25361025177093327 0.018245680921254243
LS-10 wells 0.1616438356 0.2463135860037658 0.00628654236605718
LS-10 wells 0.2383561644 0.24391998851748298 0.003420611724562531
LS-10 wells 0.4904109589 0.2634252323392051 0.0035663647610409475
LS-10 wells 0.7479452055 0.2718342439807826 0.0035045053248527517
LS-10 wells 1.0 0.276202824364116 0.003021915278491234
LS-10 wells 1.495890411 0.2772012066742775 0.0027843424752988888
LS-10 wells 2.0 0.278957380339769 0.002665602679784218
LS-10 wells 3.0 0.28111690211085266 0.0028585791594840995
LS-10 wells 4.0 0.28364841073298874 0.0034480944312841994
LS-10 wells 4.997260274 0.28702747417306096 0.003909179442825835
LS-10 wells 7.002739726 0.29559125189775287 0.004503565391236594
LS-10 wells 10.002739726 0.3126105862887337 0.004979476162494896
LS-10 dell 0.0191780822 0.31466424862081005 0.05794288848910783
LS-10 dell 0.0849315068 0.331047123517987 0.019758261093083034
LS-10 dell 0.1616438356 0.34172713473357297 0.007944326417450976
LS-10 dell 0.2383561644 0.34599443568505617 0.002988043087191725
LS-10 dell 0.4904109589 0.3469653365092772 0.001623197494831428
LS-10 dell 0.7479452055 0.3510904017421538 6.659049614337815E-4
LS-10 dell 1.0 0.35950090374430343 5.447073616829922E-4
LS-10 dell 1.495890411 0.37594026698671945 9.49038823829293E-4
LS-10 dell 2.0 0.3856007777741844 0.0011878077149440828
LS-10 dell 3.0 0.3977293720762334 0.00142588673430431
LS-10 dell 4.0 0.40734816413281233 0.001533361044485185
