scheme asset expiry alpha error
BDF2-40 dell 0.0191780822 0.3164032722179763 0.05781103857847335
BDF2-40 dell 0.0849315068 0.3310833223655051 0.019667361641165112
BDF2-40 dell 0.1616438356 0.3418233064326765 0.007922051638558145
BDF2-40 dell 0.2383561644 0.3460988643000372 0.0029788726021653775
BDF2-40 dell 0.4904109589 0.3470744192614167 0.0016231673780215772
BDF2-40 dell 0.7479452055 0.3512005119901141 6.664574281858966E-4
BDF2-40 dell 1.0 0.35961475125893366 5.455982871003848E-4
BDF2-40 dell 1.495890411 0.376065762844049 9.504888275221487E-4
BDF2-40 dell 2.0 0.38573367061615565 0.0011892985529480238
BDF2-40 dell 3.0 0.3978738698876199 0.0014270980486041677
BDF2-40 dell 4.0 0.4075051725242516 0.001534315294589045
BDF2-40 dell 4.997260274 0.41729780264786404 0.001590536424764561
BDF2-40 dell 7.002739726 0.4434177805972115 0.0016245501161521818
BDF2-40 dell 10.002739726 0.5586016015012056 0.0015761995883469147
BDF2-20 1 0.057534247 0.2723334753288025 0.0016858677722930994
BDF2-20 1 0.153424658 0.2567327561014638 6.032876335190126E-4
BDF2-20 1 0.230136986 0.2564199222570551 3.313095631158673E-4
BDF2-20 1 0.479452055 0.2551123330673168 1.3862276095040875E-4
BDF2-20 1 0.728767123 0.25682528583769043 7.169013239643496E-5
BDF2-20 1 1.22739726 0.2601061253809221 4.436883394687076E-5
BDF2-20 1 1.726027397 0.2610932496462143 3.4334349760885084E-5
BDF2-20 1 2.243835616 0.2623071817223541 2.925720813658325E-5
BDF2-20 1 2.742465753 0.2622384077137382 2.648797850288503E-5
BDF2-20 1 3.24109589 0.26309582656972436 2.476229768454051E-5
BDF2-20 1 4.238356164 0.2642878357229281 2.2729506906943238E-5
BDF2-20 sp500 0.0191780822 0.18720139342171477 0.032113200204034804
BDF2-20 sp500 0.0849315068 0.16763314495036233 0.014462984486038707
BDF2-20 sp500 0.1616438356 0.16336400234192253 0.00971284869622305
BDF2-20 sp500 0.2383561644 0.16567995291544918 0.010563397898483637
BDF2-20 sp500 0.4904109589 0.17311670386511252 0.011364682372770022
BDF2-20 sp500 0.7479452055 0.18146081983473122 0.010288607429362598
BDF2-20 sp500 1.0 0.18732652545175824 0.008896259573781212
BDF2-20 sp500 1.495890411 0.19952507821514365 0.005571562932665584
BDF2-20 sp500 2.0 0.20905018947592613 0.0038229108195871465
BDF2-20 sp500 3.0 0.22636194497484868 0.0027702146345692886
BDF2-20 sp500 4.0 0.23709339092604567 0.002164321316056349
BDF2-20 sp500 4.997260274 0.24450928057497312 0.0018234256978801832
BDF2-20 sp500 7.002739726 0.2737300400905048 0.0013980808157503075
BDF2-20 sp500 10.002739726 0.3080170101595696 0.001103004239093615
BDF2-20 euro50 0.0191780822 0.19384959790862058 0.030730754238825753
BDF2-20 euro50 0.0849315068 0.1784323012688262 0.011605945952947814
BDF2-20 euro50 0.1616438356 0.1790732045691491 0.0040231958602525405
BDF2-20 euro50 0.2383561644 0.186700752872871 0.0024130332307003236
BDF2-20 euro50 0.4904109589 0.19985838423067684 0.0024002053531643652
BDF2-20 euro50 0.7479452055 0.21093979926972067 0.0027053457868833823
BDF2-20 euro50 0.997260274 0.2191349737576037 0.002691602548899496
BDF2-20 euro50 1.495890411 0.2273991300248918 0.0025281305926627066
BDF2-20 euro50 1.997260274 0.2308309617601891 0.002037576669250201
BDF2-20 euro50 2.997260274 0.23319106821229918 0.0015151448296762927
BDF2-20 euro50 4.0 0.23462715870313083 0.0012376867117300323
BDF2-20 euro50 4.997260274 0.23652620327630716 0.0011089210318060213
BDF2-20 euro50 7.0 0.24004107440708458 9.579134928175595E-4
BDF2-20 euro50 10.002739726 0.2458580444780998 8.369809851495962E-4
BDF2-20 msci 0.0191780822 0.24207341383700992 0.05749511531795616
BDF2-20 msci 0.0849315068 0.2244542616187524 0.015376010631590345
BDF2-20 msci 0.1616438356 0.2225872956624029 0.005748453640981281
BDF2-20 msci 0.2383561644 0.22457779766363745 0.014614074889330373
BDF2-20 msci 0.4904109589 0.22150737511005433 0.014089881693209905
BDF2-20 msci 0.7479452055 0.23857625600876708 0.009798780016268752
BDF2-20 msci 1.0 0.24675658347190524 0.007861369526311968
BDF2-20 msci 1.495890411 0.233834731157754 0.005737875672552361
BDF2-20 msci 2.0 0.2256522491739549 0.00448999229557594
BDF2-20 msci 3.0 0.2183434250014577 0.003109453643380158
BDF2-20 msci 4.0 0.21565805933068097 0.0023565427714583886
BDF2-20 msci 4.997260274 0.21410019176058753 0.00196013814514815
BDF2-20 msci 7.002739726 0.21416903961106848 0.0017236577261857111
BDF2-20 msci 10.002739726 0.21808395503004555 0.0017780295702520858
BDF2-20 bnp 0.0191780822 0.30730167659925184 0.03712283154712118
BDF2-20 bnp 0.0849315068 0.30240386617936016 0.009087651223307212
BDF2-20 bnp 0.1616438356 0.3052691329662544 0.001777470043725509
BDF2-20 bnp 0.2383561644 0.30900565625370624 0.0017221236634700125
BDF2-20 bnp 0.4904109589 0.3147685054977352 0.003132557791001234
BDF2-20 bnp 0.7479452055 0.3280799584848673 0.002462483015824511
BDF2-20 bnp 1.0 0.3411633032973629 0.003864978891725797
BDF2-20 bnp 1.495890411 0.3522243827736258 0.00460849672958278
BDF2-20 bnp 2.0 0.3621735805451371 0.003890255351648571
BDF2-20 bnp 3.0 0.38623777246977536 0.0023908491137736828
BDF2-20 bnp 4.0 0.3997134648736196 0.0015492160846494812
BDF2-20 bnp 4.997260274 0.4089195029441792 0.0010240028885147227
BDF2-20 bnp 7.002739726 0.4165039518082903 7.198086046193655E-4
BDF2-20 bnp 10.002739726 0.42175319880108025 0.0011145705998110535
BDF2-20 axa 0.0191780822 0.2647470652317042 0.03927716248071596
BDF2-20 axa 0.0849315068 0.23916568556779066 0.010621302910704008
BDF2-20 axa 0.1616438356 0.24192280522958295 0.0022655264604578007
BDF2-20 axa 0.2383561644 0.2489494477180236 0.0020563515227963367
BDF2-20 axa 0.4904109589 0.2573752338660669 0.0020412735015187867
BDF2-20 axa 0.7479452055 0.2718510506390468 0.0028180377262340198
BDF2-20 axa 1.0 0.2836745715414111 0.005191467016821762
BDF2-20 axa 1.495890411 0.2852331365358112 0.003395788497348297
BDF2-20 axa 2.0 0.29458630509960926 0.0024977648115096303
BDF2-20 axa 3.0 0.3058591339072907 0.0014928195894222756
BDF2-20 axa 4.0 0.3137219945898352 9.403632010936158E-4
BDF2-20 axa 4.997260274 0.32030854964451144 5.930002902824001E-4
BDF2-20 axa 7.002739726 0.3316773653795745 2.1580488076975847E-4
BDF2-20 axa 10.002739726 0.3431012562581208 7.804460404307212E-4
BDF2-20 airliq 0.0191780822 0.1785582844201879 0.026339756362604078
BDF2-20 airliq 0.0849315068 0.17551460238615987 0.009766382515393416
BDF2-20 airliq 0.1616438356 0.1761958637551737 0.002976484546552749
BDF2-20 airliq 0.2383561644 0.17872788258231725 0.001513434121691971
BDF2-20 airliq 0.4904109589 0.18388487978671927 0.001296906375142124
BDF2-20 airliq 0.7479452055 0.19482116394969923 0.002357680585429238
BDF2-20 airliq 1.0 0.20277526925274988 0.0024389561094844197
BDF2-20 airliq 1.495890411 0.2023657421122906 0.0028530182673642316
BDF2-20 airliq 2.0 0.2112066208733443 0.0024016142963449063
BDF2-20 airliq 3.0 0.22164227825110244 0.001941268207485812
BDF2-20 airliq 4.0 0.22884911458949356 0.00170989498323978
BDF2-20 airliq 4.997260274 0.2349336925502406 0.0015714958537160308
BDF2-20 airliq 7.002739726 0.2454063756916688 0.0014417067395319939
BDF2-20 airliq 10.002739726 0.2610920199343879 0.0014895876501610644
BDF2-20 bancorp 0.0191780822 0.23514966179687014 0.01677375833404786
BDF2-20 bancorp 0.0849315068 0.22272597051237397 0.007341512097880928
BDF2-20 bancorp 0.1616438356 0.2176181900082327 0.0040107780714154625
BDF2-20 bancorp 0.2383561644 0.2143916837968384 0.00283919905047684
BDF2-20 bancorp 0.4904109589 0.22106801929812064 0.005040556722873311
BDF2-20 bancorp 0.7479452055 0.22610107572365318 0.007651430043577665
BDF2-20 bancorp 1.0 0.22883251228368248 0.009029808781238803
BDF2-20 bancorp 1.495890411 0.23218910843485124 0.010458405446570517
BDF2-20 bancorp 2.0 0.23465842574904722 0.011209582592353067
BDF2-20 bancorp 3.0 0.23900866617800012 0.01194943054512101
BDF2-20 bancorp 4.0 0.24371374454258848 0.012297551975757813
BDF2-20 bancorp 4.997260274 0.24955584641568265 0.012476711597239684
BDF2-20 bancorp 7.002739726 0.26991654273233257 0.012583466132151713
BDF2-20 bancorp 10.002739726 0.4915885619656181 0.01254365086023765
BDF2-20 wells 0.0191780822 0.28043462182376144 0.05969715175937352
BDF2-20 wells 0.0849315068 0.254337052522574 0.01868825434115889
BDF2-20 wells 0.1616438356 0.2467379738934897 0.006451330069681597
BDF2-20 wells 0.2383561644 0.2442354156138535 0.0035094179975762706
BDF2-20 wells 0.4904109589 0.2636311847643952 0.0036038389630239456
BDF2-20 wells 0.7479452055 0.2720047432544917 0.0035287010731308278
BDF2-20 wells 1.0 0.27636313085498665 0.003038328660150549
BDF2-20 wells 1.495890411 0.2773548497465462 0.0027938658352025204
BDF2-20 wells 2.0 0.2791136517550799 0.0026718299272479756
BDF2-20 wells 3.0 0.2812623096036991 0.0028665047644655314
BDF2-20 wells 4.0 0.28381990964889575 0.0034533455164018887
BDF2-20 wells 4.997260274 0.28722711398121314 0.003912069978052696
BDF2-20 wells 7.002739726 0.29586030041386374 0.004503613047577108
BDF2-20 wells 10.002739726 0.3130415238865377 0.00497735694631435
BDF2-20 dell 0.0191780822 0.31053522070034817 0.05747940763369276
BDF2-20 dell 0.0849315068 0.3316781653640006 0.020093296872542497
BDF2-20 dell 0.1616438356 0.3420991502542572 0.008090374941037265
BDF2-20 dell 0.2383561644 0.3462863235084552 0.003072656553662574
BDF2-20 dell 0.4904109589 0.34716643411924986 0.0015849691939043326
BDF2-20 dell 0.7479452055 0.3512682361618492 6.496089892727183E-4
BDF2-20 dell 1.0 0.3596769241402167 5.520673410043063E-4
BDF2-20 dell 1.495890411 0.3761190146879467 9.548760985532388E-4
BDF2-20 dell 2.0 0.38578983774209363 0.0011910103581397
BDF2-20 dell 3.0 0.39795167051276487 0.0014269377426211869
BDF2-20 dell 4.0 0.40762098969500343 0.0015335094894880026
BDF2-20 dell 4.997260274 0.4174731987206364 0.0015894236701855043
BDF2-20 dell 7.002739726 0.4438452999854977 0.0016232199158199296
BDF2-20 dell 10.002739726 1.3059378802176098 0.0014973946553501034
BDF2-10 1 0.057534247 0.27371464372182935 0.002621547678283141
BDF2-10 1 0.153424658 0.25787730090222377 0.0010668215396201148
BDF2-10 1 0.230136986 0.2573655815164 9.524390463244749E-4
BDF2-10 1 0.479452055 0.255672438153115 4.71338845494891E-4
BDF2-10 1 0.728767123 0.2572194281745441 2.678346990636131E-4
BDF2-10 1 1.22739726 0.2603594097141685 1.1436843290482985E-4
BDF2-10 1 1.726027397 0.2612928414025888 6.498140934514682E-5
BDF2-10 1 2.243835616 0.26248074564381657 4.281181435168805E-5
BDF2-10 1 2.742465753 0.26239956591315955 3.30119204347447E-5
BDF2-10 1 3.24109589 0.263252185620573 2.8066469314124708E-5
BDF2-10 1 4.238356164 0.26444706079664093 2.4371666218680362E-5
BDF2-10 sp500 0.0191780822 0.1876348230101461 0.03375472783863418
BDF2-10 sp500 0.0849315068 0.16991190621938754 0.015709727313601353
BDF2-10 sp500 0.1616438356 0.16496022766743024 0.010399804443495095
BDF2-10 sp500 0.2383561644 0.1670225582766424 0.011052936266678092
BDF2-10 sp500 0.4904109589 0.17379505766609224 0.011556450117639625
BDF2-10 sp500 0.7479452055 0.18197738550613637 0.010322285233255422
BDF2-10 sp500 1.0 0.18775467258132528 0.00889192321557939
BDF2-10 sp500 1.495890411 0.19986904616538445 0.005555669940893751
BDF2-10 sp500 2.0 0.2093425725180873 0.0038101116144388355
BDF2-10 sp500 3.0 0.22657234522998415 0.0027546571400835925
BDF2-10 sp500 4.0 0.23737980314538348 0.002152159095587078
BDF2-10 sp500 4.997260274 0.24483385416221695 0.001812336570788139
BDF2-10 sp500 7.002739726 0.2742377380563886 0.0013893706527212505
BDF2-10 sp500 10.002739726 0.309273678635217 0.001082688073281267
BDF2-10 euro50 0.0191780822 0.1986195614325872 0.03298206014815465
BDF2-10 euro50 0.0849315068 0.18110999163325422 0.013099766439521666
BDF2-10 euro50 0.1616438356 0.1806657046038251 0.004844878742389347
BDF2-10 euro50 0.2383561644 0.18799004148757725 0.0029629962759805508
BDF2-10 euro50 0.4904109589 0.20056740177882054 0.0026654275466058146
BDF2-10 euro50 0.7479452055 0.21142138004876504 0.0028685529346154735
BDF2-10 euro50 0.997260274 0.21950508807214134 0.0027999816445002813
BDF2-10 euro50 1.495890411 0.22765945619500297 0.0025767444851464765
BDF2-10 euro50 1.997260274 0.2310354619272893 0.00206063363638796
BDF2-10 euro50 2.997260274 0.2333567926175364 0.0015235610359025345
BDF2-10 euro50 4.0 0.23478613623427305 0.001240663443890309
BDF2-10 euro50 4.997260274 0.23669673485780612 0.0011084128093209857
BDF2-10 euro50 7.0 0.24026479768416972 9.543117674275886E-4
BDF2-10 euro50 10.002739726 0.24623188780366656 8.317470429657131E-4
BDF2-10 msci 0.0191780822 0.22951897997553464 0.05775756610205569
BDF2-10 msci 0.0849315068 0.22703666917071832 0.01694799872200593
BDF2-10 msci 0.1616438356 0.22367902051419655 0.006509555838699355
BDF2-10 msci 0.2383561644 0.22550953566700796 0.015235364167681665
BDF2-10 msci 0.4904109589 0.222052847643248 0.01420889502621464
BDF2-10 msci 0.7479452055 0.23902495932666218 0.009895974485979822
BDF2-10 msci 1.0 0.24711342237859435 0.007933595459873148
BDF2-10 msci 1.495890411 0.2341137323133062 0.005779349309888612
BDF2-10 msci 2.0 0.22589424647104095 0.004514613512618439
BDF2-10 msci 3.0 0.21855604465191858 0.003117600659964406
BDF2-10 msci 4.0 0.21592795599098377 0.0023567339882535785
BDF2-10 msci 4.997260274 0.21439899177642327 0.0019475076243167556
BDF2-10 msci 7.002739726 0.21453542711493603 0.0016940683855824756
BDF2-10 msci 10.002739726 0.21858745845830652 0.0017416539006596644
BDF2-10 bnp 0.0191780822 0.3028716771974589 0.037930901404768895
BDF2-10 bnp 0.0849315068 0.3046123451195768 0.010319962819498754
BDF2-10 bnp 0.1616438356 0.30669557213293436 0.002222339595100935
BDF2-10 bnp 0.2383561644 0.3100262273304177 0.0020479832371174413
BDF2-10 bnp 0.4904109589 0.31531837418177544 0.0032268838936129916
BDF2-10 bnp 0.7479452055 0.32847262255063636 0.0025270215452776914
BDF2-10 bnp 1.0 0.34151091804214784 0.003893849089069267
BDF2-10 bnp 1.495890411 0.3525534165471036 0.0046060265648612195
BDF2-10 bnp 2.0 0.3625882917813194 0.0038773183028165885
BDF2-10 bnp 3.0 0.386624434781442 0.0023863654653614517
BDF2-10 bnp 4.0 0.4001095366273706 0.001546835938242996
BDF2-10 bnp 4.997260274 0.4093327302327379 0.0010224643594586758
BDF2-10 bnp 7.002739726 1.9999996346468925 0.0077764164228077606
BDF2-10 bnp 10.002739726 0.4225598402740325 0.0010880606325660465
BDF2-10 axa 0.0191780822 0.25444936148016034 0.035755266816535985
BDF2-10 axa 0.0849315068 0.24176082167325488 0.012153628984205795
BDF2-10 axa 0.1616438356 0.2435313803614195 0.0029219289885282916
BDF2-10 axa 0.2383561644 0.2500813620210579 0.0025378681429142095
BDF2-10 axa 0.4904109589 0.25798505411353034 0.002254318075927835
BDF2-10 axa 0.7479452055 0.27227376128844794 0.002922547834121745
BDF2-10 axa 1.0 0.28400968821448086 0.005249663763666726
BDF2-10 axa 1.495890411 0.2854425800204479 0.0034277017643344204
BDF2-10 axa 2.0 0.2947740833206186 0.00251561369554627
BDF2-10 axa 3.0 0.30604974140583074 0.0014991636412759605
BDF2-10 axa 4.0 0.3139388781813161 9.4249649968221E-4
BDF2-10 axa 4.997260274 0.3205632568377312 5.932301103496762E-4
BDF2-10 axa 7.002739726 0.33225893177371835 2.0096472608035522E-4
BDF2-10 axa 10.002739726 0.34391115633153996 7.493861685319983E-4
BDF2-10 airliq 0.0191780822 0.17099948348303876 0.023295330117649896
BDF2-10 airliq 0.0849315068 0.17792531276407236 0.010988480528495492
BDF2-10 airliq 0.1616438356 0.17803753224673444 0.0037778408429441053
BDF2-10 airliq 0.2383561644 0.17984587829442897 0.00192460813567632
BDF2-10 airliq 0.4904109589 0.18468962268923525 0.0017092355621329614
BDF2-10 airliq 0.7479452055 0.19535788027454262 0.002601648919796161
BDF2-10 airliq 1.0 0.20318189386678057 0.0025928858181241813
BDF2-10 airliq 1.495890411 0.20266019230990207 0.0029066426413894048
BDF2-10 airliq 2.0 0.21144645286167116 0.0024263030566822347
BDF2-10 airliq 3.0 0.22185442314565576 0.0019443049631039117
BDF2-10 airliq 4.0 0.22907548785068832 0.0017059785225848818
BDF2-10 airliq 4.997260274 0.23519491864338501 0.0015649636852842514
BDF2-10 airliq 7.002739726 0.24592216379613674 0.0014258714320807082
BDF2-10 airliq 10.002739726 0.26195584551098183 0.0014614539413380118
BDF2-10 bancorp 0.0191780822 0.23756639758175818 0.01672662690478088
BDF2-10 bancorp 0.0849315068 0.22500556320557763 0.008446227095965968
BDF2-10 bancorp 0.1616438356 0.2193408712334923 0.0046401050309028595
BDF2-10 bancorp 0.2383561644 0.2155920510361687 0.003174924111916209
BDF2-10 bancorp 0.4904109589 0.22163144996231987 0.0053277206376130416
BDF2-10 bancorp 0.7479452055 0.22646094612630205 0.007803056017518954
BDF2-10 bancorp 1.0 0.22910172712682103 0.0091175624282888
BDF2-10 bancorp 1.495890411 0.23238726577998192 0.010491018349199981
BDF2-10 bancorp 2.0 0.2348414009222548 0.011219677802639485
BDF2-10 bancorp 3.0 0.23922937141483122 0.011942798314361312
BDF2-10 bancorp 4.0 0.24404179884808597 0.012285054319794458
BDF2-10 bancorp 4.997260274 0.25007454179717287 0.012461841875663756
BDF2-10 bancorp 7.002739726 0.27145009021407057 0.012568474710140711
BDF2-10 bancorp 10.002739726 0.44628669096271667 0.012620059312399394
BDF2-10 wells 0.0191780822 0.2675456305061467 0.05949517409140117
BDF2-10 wells 0.0849315068 0.25682531787792623 0.0201807053827179
BDF2-10 wells 0.1616438356 0.24819185798694626 0.007097981541294061
BDF2-10 wells 0.2383561644 0.24527104731503896 0.0038879601515376815
BDF2-10 wells 0.4904109589 0.2642386603226819 0.0037383329648414073
BDF2-10 wells 0.7479452055 0.272443435501513 0.0035952371139656653
BDF2-10 wells 1.0 0.27672437501690095 0.0030753204291597606
BDF2-10 wells 1.495890411 0.27764694228810505 0.0028066347562776886
BDF2-10 wells 2.0 0.2793854276413727 0.0026754756840522173
BDF2-10 wells 3.0 0.28164797543167874 0.002841086894472986
BDF2-10 wells 4.0 0.2842734113996427 0.0034139697366382367
BDF2-10 wells 4.997260274 0.2877596227146743 0.0038693529074840397
BDF2-10 wells 7.002739726 0.29660136234448425 0.004461023883512781
BDF2-10 wells 10.002739726 0.31430544018905526 0.004936104703449624
