guess asset expiry alpha error
LM axa 0.2383561644 0.2484641684802218 0.001977177717012042
LM axa 0.4904109589 0.2568796901063686 0.002054758310578027
LM axa 0.7479452055 0.2713544538680002 0.0028250547628401756
LM axa 1.0 0.28319765949943854 0.005197776962726607
LM axa 1.495890411 0.28436672831561466 0.0034388706110693775
LM axa 2.0 0.29364457415421213 0.002521889522622416
LM axa 3.0 0.3048964115726291 0.001501853192514525
LM axa 4.0 0.31298744264762335 9.438728161046378E-4
LM axa 4.997260274 0.3201238917275253 5.942455077346162E-4
LM axa 7.002739726 0.3336035277077762 2.20111596882779E-4
LM axa 10.002739726 0.34759376924149177 7.895571428038341E-4
GN axa 0.0191780822 0.2534239437951526 0.03749978356706612
GN axa 0.0849315068 0.2378802447730209 0.009537751324347268
GN axa 0.1616438356 0.24124159637754605 0.002094183126160222
GN axa 0.2383561644 0.24846416844311967 0.001977177717012086
GN axa 0.4904109589 0.25687967980596704 0.002054758310604483
GN axa 0.7479452055 0.27135441397148924 0.0028250547632861435
GN axa 1.0 0.28319999762804954 0.00519777719265527
GN axa 1.495890411 0.28436678323145326 0.003438870614704216
GN axa 2.0 0.2936449110487924 0.0025218895312635794
GN axa 3.0 0.30489719297704504 0.001501853208900674
GN axa 4.0 0.31298848642074484 9.438728476861874E-4
GN axa 4.997260274 0.3201244048972206 5.942455147404018E-4
GN axa 7.002739726 0.3345766676523635 0.0038157924926512507
GN axa 10.002739726 0.34759376825071375 7.895571521025596E-4
LM airliq 0.0191780822 0.1710619234006806 0.02462211057336225
LM airliq 0.0849315068 0.1735445734020575 0.008400978981255912
LM airliq 0.1616438356 0.17561725443053053 0.0028186890423928584
LM airliq 0.2383561644 0.1781625653971729 0.0013867704630673616
LM airliq 0.4904109589 0.18350694547056928 0.0011919797283600506
LM airliq 0.7479452055 0.19452506479892887 0.0023013199958548647
LM airliq 1.0 0.20252111464537798 0.0024066286049269953
LM airliq 1.495890411 0.20204328364470958 0.0028588470129928024
LM airliq 2.0 0.21090856899687235 0.0024069200552442045
LM airliq 3.0 0.22150200431610859 0.0019449492272365565
LM airliq 4.0 0.22910165733304916 0.0017127715316755667
LM airliq 4.997260274 0.23591988381889584 0.0015743069359425946
LM airliq 7.002739726 0.24872756334023227 0.0014496134152236775
LM airliq 10.002739726 0.2733177465845749 0.0015111356803354744
GN airliq 0.0191780822 0.17105881819590812 0.024622110677278194
GN airliq 0.0849315068 0.17354460412254394 0.008400978981287655
GN airliq 0.1616438356 0.17561725362122674 0.002818689042392909
GN airliq 0.2383561644 0.17816256461713706 0.0013867704630674508
GN airliq 0.4904109589 0.18350694509984877 0.0011919797283614882
GN airliq 0.7479452055 0.19452505944501383 0.002301319995899652
GN airliq 1.0 0.2025210754187063 0.0024066286057120635
GN airliq 1.495890411 0.20204315417228286 0.0028588470162552947
GN airliq 2.0 0.2109085101666127 0.002406920056442775
GN airliq 3.0 0.22150206708975168 0.0019449492280965751
GN airliq 4.0 0.22910178851185609 0.0017127715331690465
GN airliq 4.997260274 0.23592018166207668 0.0015743069396744384
GN airliq 7.002739726 0.24872756313686287 0.0014496134242442348
GN airliq 10.002739726 0.2733177157002885 0.001511135701682018
LM bancorp 0.0191780822 0.22884983230675313 0.013326668337735601
LM bancorp 0.0849315068 0.2217894781121891 0.0070909868073493025
LM bancorp 0.1616438356 0.21713800900420968 0.003724879765350661
LM bancorp 0.2383561644 0.21436777675329216 0.002707107608304429
LM bancorp 0.4904109589 0.22112082982529052 0.005078775064442872
LM bancorp 0.7479452055 0.22593082649356314 0.007740846462859272
LM bancorp 1.0 0.22843935382684122 0.009139215248173098
LM bancorp 1.495890411 0.2312931664316533 0.010590478336003715
LM bancorp 2.0 0.23313652251383302 0.011361188328621678
LM bancorp 3.0 0.23579030680347848 0.012144027335336136
LM bancorp 4.0 0.237977800663683 0.012545572250032685
LM bancorp 4.997260274 0.24001456104191682 0.01279036999154842
LM bancorp 7.002739726 0.24410269064996945 0.013070623572383038
LM bancorp 10.002739726 0.25069413824356335 0.013284541866334838
GN bancorp 0.0191780822 0.22884991275604177 0.013326668337924511
GN bancorp 0.0849315068 0.22178949683115506 0.007090986807366403
GN bancorp 0.1616438356 0.21713801044155367 0.003724879765351311
GN bancorp 0.2383561644 0.2143677768487952 0.002707107608304544
GN bancorp 0.4904109589 0.22112085823514627 0.005078775064481421
GN bancorp 0.7479452055 0.225930594422278 0.00774084646437272
GN bancorp 1.0 0.228438095735152 0.009139215297541043
GN bancorp 1.495890411 0.23128964429296095 0.010590479195760335
GN bancorp 2.0 0.23313281003284064 0.011361192166710507
GN bancorp 3.0 0.2357951256261111 0.012144056324805698
GN bancorp 4.0 0.23800044458386424 0.012545727109642827
GN bancorp 4.997260274 0.2400576257376636 0.012790931797525646
GN bancorp 7.002739726 0.2441488552330066 0.013073581294599927
GN bancorp 10.002739726 0.2503515084363202 0.01329150224916803
LM wells 0.0191780822 0.28169252163646236 0.05921970743077715
LM wells 0.0849315068 0.2539805142812788 0.018077320789390006
LM wells 0.1616438356 0.2463390694750811 0.006331675056270335
LM wells 0.2383561644 0.24398836714430916 0.0035028718107177823
LM wells 0.4904109589 0.26299805402866877 0.0036586333952037748
LM wells 0.7479452055 0.27149746890612425 0.0035515410439612488
LM wells 1.0 0.27589636214122687 0.003053136656623125
LM wells 1.495890411 0.27717151273531443 0.0027965808228040566
LM wells 2.0 0.2808871868994408 0.0027726369267718283
LM wells 3.0 0.2821864476076093 0.002871814887799513
LM wells 4.0 0.2853764787807355 0.0034642734762532
LM wells 4.997260274 0.2897021161735924 0.003926477672254914
LM wells 7.002739726 0.30164996746113765 0.0045236031741358726
LM wells 10.002739726 0.3351191360682698 0.0050068494945496
GN wells 0.0191780822 0.28058957122704375 0.059229072199218066
GN wells 0.0849315068 0.2539818286732514 0.018077320813450874
GN wells 0.1616438356 0.2463390727214687 0.006331675056272175
GN wells 0.2383561644 0.24398836616172856 0.0035028718107179904
GN wells 0.4904109589 0.26299808218883886 0.0036586333952764987
GN wells 0.7479452055 0.27149743160006173 0.003551541044113624
GN wells 1.0 0.27589624919855055 0.0030531366586038036
GN wells 1.495890411 0.27717149678252007 0.0027965808236114988
GN wells 2.0 0.28088718677728 0.002772636907980113
GN wells 3.0 0.2821864477242174 0.002871814912729527
GN wells 4.0 0.2853764783601309 0.0034642735075079024
GN wells 4.997260274 0.28970212025811304 0.003926477703621672
GN wells 7.002739726 0.3016499707260868 0.004523603203802699
GN wells 10.002739726 0.33511914734326786 0.005006849522242631
LM dell 0.0191780822 0.2904328811694083 0.05219433474239619
LM dell 0.0849315068 0.33165226247236523 0.019665406738363356
LM dell 0.1616438356 0.3429790813966865 0.008001322705839385
LM dell 0.2383561644 0.3470659579619473 0.003039341306689935
LM dell 0.4904109589 0.3478080877953854 0.0015595471276428248
LM dell 0.7479452055 0.35140293125868644 6.547654723231824E-4
LM dell 1.0 0.35944643112260033 5.47515915527052E-4
LM dell 1.495890411 0.375626860092528 9.558709867342957E-4
LM dell 2.0 0.38479859030568037 0.0012005550029688247
LM dell 3.0 0.39526941303744373 0.0014509234640634077
LM dell 4.0 0.40210894959293836 0.0015736017554912913
LM dell 4.997260274 0.40760531241215886 0.00164883064200472
LM dell 7.002739726 0.4172862132483515 0.0017330325187430726
LM dell 10.002739726 0.4315789717899422 0.00179396783060938
GN dell 0.0191780822 0.29043836231296577 0.052194334907885435
GN dell 0.0849315068 0.3316523429014753 0.01966540673847641
GN dell 0.1616438356 0.3429790808599849 0.008001322705839416
GN dell 0.2383561644 0.34706595819126734 0.0030393413066899227
GN dell 0.4904109589 0.3478080876532293 0.0015595471276428127
GN dell 0.7479452055 0.35140293128876215 6.547654723231101E-4
GN dell 1.0 0.3594464303688529 5.475159155271861E-4
GN dell 1.495890411 0.375626863082334 9.558709867472674E-4
GN dell 2.0 0.3847986040921171 0.0012005550030194767
GN dell 3.0 0.39526945843435257 0.0014509234641950628
GN dell 4.0 0.402109039829209 0.0015736017556778241
GN dell 4.997260274 0.40760544387419895 0.0016488306422204186
GN dell 7.002739726 0.41728641880718825 0.0017330325189460298
GN dell 10.002739726 0.43157924974403905 0.0017939678307057128
