Method Strike Price Black Normal
Lognormal 0.8300000000000001 0.1430665823713385 0.42919423136310375 0.38565326778731723
Normal 0.8300000000000001 0.1441396189232906 0.43148569151766336 0.38764934884985613
LognormalAB 0.8300000000000001 0.1452764024782539 0.43391328133422 0.38976293587743266
NormalAB 0.8300000000000001 0.14654907597819167 0.4366310953150381 0.3921278869782079
PDE 0.8495 0.1495460770597864 0.4221122799154726 0.38377977488726756
Lognormal 0.8495 0.15078001796729773 0.42468779615333885 0.386052086110631
Normal 0.8495 0.1518354993933698 0.4268910291942848 0.3879949560157951
LognormalAB 0.8495 0.15306714982392 0.42946226278222066 0.3902611835532677
NormalAB 0.8495 0.15432935944581133 0.432097613964219 0.3925826250552821
PDE 0.869 0.15779505706544852 0.41834065333651327 0.3846810164850028
Lognormal 0.869 0.1589900856430455 0.4207824874804558 0.38686110145309516
Normal 0.869 0.16003534971590272 0.4229186847784222 0.38876739400965243
LognormalAB 0.869 0.16127243159368082 0.42544737808859884 0.3910228279892685
NormalAB 0.869 0.1625234298346954 0.42800506858653203 0.3933028919535729
PDE 0.8885 0.16648047984166245 0.41500385318448757 0.3858664134226896
Lognormal 0.8885 0.1677090033688684 0.41746534807886765 0.38808958076768063
Normal 0.8885 0.16875128897244498 0.41955422760973576 0.38997531482446957
LognormalAB 0.8885 0.1698995747301149 0.42185612788214577 0.3920523963060688
NormalAB 0.8885 0.17113854399213738 0.42434051694960634 0.39429301218662427
PDE 0.908 0.1756085437559396 0.41209049166614997 0.38734083261708907
Lognormal 0.908 0.17694427420031683 0.41471908803745405 0.38974177164363744
Normal 0.908 0.17799067306547586 0.4167789911247129 0.3916223568465482
LognormalAB 0.908 0.17895340148202366 0.41867472344691387 0.3933523495864834
NormalAB 0.908 0.18017948249160737 0.421089789956781 0.3955552777797245
PDE 0.9275 0.18518201798279393 0.40958642204327 0.38910577526621826
Lognormal 0.9275 0.18669836930117478 0.41252206330742996 0.39181670353840853
Normal 0.9275 0.18775577476547353 0.41457003522981684 0.3937069393964265
LognormalAB 0.9275 0.18843610277473005 0.4158880586097901 0.39492302374663735
NormalAB 0.9275 0.18964842437827856 0.41823745914960253 0.39708988908690923
PDE 0.9470000000000001 0.19520018356388283 0.40747489298802486 0.39115941230911466
Lognormal 0.9470000000000001 0.19696865738259695 0.41084853190869997 0.39430825477642506
Normal 0.9470000000000001 0.19804371323336223 0.41290039075450796 0.396222325848732
LognormalAB 0.9470000000000001 0.1983471860179935 0.4134797420002766 0.39676262552429986
NormalAB 0.9470000000000001 0.19954489423343605 0.41576686267793517 0.39889494850394736
PDE 0.9664999999999999 0.20565891964541247 0.4057368412375338 0.39349676310213183
Lognormal 0.9664999999999999 0.2077475866584645 0.4096691628451181 0.3972054803029088
Normal 0.9664999999999999 0.20884663910037368 0.4117395605643151 0.39915695026840703
LognormalAB 0.9664999999999999 0.20868350113472212 0.41143218745488624 0.3988672857529277
NormalAB 0.9664999999999999 0.2098657854317385 0.41366018784780295 0.4009665094567229
PDE 0.986 0.2165509242799074 0.404351295213189 0.39611000003986024
Lognormal 0.986 0.21902309659373959 0.40895174437901044 0.4004931650261265
Normal 0.986 0.22015215202513463 0.41105422334338715 0.4024949720839174
LognormalAB 0.986 0.21943934456041236 0.4097267589351418 0.4012311703464296
NormalAB 0.986 0.22060545973715165 0.41189860729440897 0.4032986816567009
PDE 1.0055 0.22236604513512812 0.4032958495992407 0.39898884708655247
Lognormal 1.0055 0.22527921267695789 0.4086620193088093 0.40415254427857716
Normal 1.0055 0.22644390332840364 0.41080906690239133 0.40621699980380693
LognormalAB 1.0055 0.22510663635663242 0.4083439638396116 0.40384664654178
NormalAB 1.0055 0.22625591898579564 0.410462463500642 0.4058837909487166
PDE 1.025 0.21459168580691249 0.40254716484818276 0.4021210309764438
Lognormal 1.025 0.2179967624528098 0.4087645682959633 0.40816212048567374
Normal 1.025 0.21920232115067867 0.410967671218858 0.4103009122189747
LognormalAB 1.025 0.21717516111319773 0.40726368587950823 0.40670449867571773
NormalAB 1.025 0.2183070401571114 0.40933149353859694 0.4087125887426981
PDE 1.0445 0.20721332145890023 0.40208157702954145 0.4054928692856127
Lognormal 1.0445 0.21115414677008298 0.4092236678539867 0.4124985045267391
Normal 1.0445 0.21240539126785268 0.411493367033379 0.4147227049097712
LognormalAB 1.0445 0.20963285784903024 0.4064654432186789 0.4097941816114478
NormalAB 1.0445 0.2107468598184567 0.40848508062655786 0.4117745000934393
PDE 1.064 0.20021489882963373 0.4018754354558758 0.4090896222244783
Lognormal 1.064 0.20472810560617988 0.4100040643469744 0.41713721962422734
Normal 1.064 0.20602943219182032 0.41235001068927457 0.41945729929835796
LognormalAB 1.064 0.2024661433710946 0.4059286594524229 0.41310410063462394
NormalAB 1.064 0.20356189258055268 0.40790251987264037 0.41505789917315433
PDE 1.0835 0.1935792730202957 0.40190547954518635 0.412895900839628
Lognormal 1.0835 0.1986944300093334 0.4110716248489013 0.42205342123538736
Normal 1.0835 0.20004981552645498 0.4135026355822954 0.4244792672554562
LognormalAB 1.0835 0.19566024939865062 0.40563292896811165 0.41662189966521673
NormalAB 1.0835 0.19673746442903617 0.40756328032040556 0.41855039466409105
PDE 1.103 0.18728880691508562 0.4021494983043287 0.4168963790443508
Lognormal 1.103 0.19302858705209242 0.41239384565283893 0.4272225042642416
Normal 1.103 0.19444159809897596 0.4149179607087609 0.4297634422700424
LognormalAB 1.103 0.189199556868968 0.40555826387278016 0.42033474398958354
NormalAB 1.103 0.19025804425635454 0.40744724997959103 0.42223911090706173
PDE 1.1225 0.18132543269369217 0.40258603893688544 0.42107557085852676
Lognormal 1.1225 0.18770623999410385 0.4139402163668313 0.43262058558341193
Normal 1.1225 0.1891800478827091 0.4165647541119812 0.4352854050126153
LognormalAB 1.1225 0.18306791215612395 0.40568531049467754 0.4242295836950063
NormalAB 1.1225 0.18410755832710196 0.4075349516517852 0.4261109508869729
PDE 1.1420000000000001 0.17567131135714065 0.40319521427473753 0.4254187174922604
Lognormal 1.1420000000000001 0.18270365888611168 0.41568245017208816 0.43822486323623683
Normal 1.1420000000000001 0.1842410589210215 0.41841406179300605 0.4410218446287072
LognormalAB 1.1420000000000001 0.1772489138615082 0.405995527990086 0.42829338787132515
NormalAB 1.1420000000000001 0.1782696761796336 0.4078077217160999 0.43015283082539263
PDE 1.1615 0.1703087656228307 0.40395825046491846 0.4299114099370344
Lognormal 1.1615 0.17799802652708518 0.4175945986003799 0.4440138629524355
Normal 1.1615 0.17960146025824109 0.42043932051851046 0.4469508064527076
LognormalAB 1.1615 0.171726162805087 0.4064713255872896 0.4325133433737295
NormalAB 1.1615 0.17272806040561278 0.40824784807547365 0.43435187988551227
PDE 1.181 0.165220658753104 0.4048578719550471 0.43454005914095784
Lognormal 1.181 0.17356765086934944 0.41965307269879026 0.4499675879112535
Normal 1.181 0.17523923013791393 0.422616376517208 0.45305184218867334
LognormalAB 1.181 0.16648347166650324 0.40709615860982595 0.43687701558832953
NormalAB 1.181 0.16746657656650876 0.40883866713135575 0.43869560217563486
PDE 1.2005000000000001 0.16039051667858684 0.40587827247221536 0.43929194772616487
Lognormal 1.2005000000000001 0.16939209811117784 0.421836592737644 0.4560675897500288
Normal 1.2005000000000001 0.1711336299069347 0.4249234323610103 0.45930608069530315
LognormalAB 1.2005000000000001 0.1615050339400803 0.40785458619001785 0.4413724716822757
NormalAB 1.2005000000000001 0.16246946274185844 0.40956462249476455 0.4431720013319179
PDE 1.22 0.15580257973845635 0.4070050037602012 0.4441551902241153
Lognormal 1.22 0.16545226155361492 0.4241260868068326 0.46229697857172203
Normal 1.22 0.1672652729066376 0.42734094251286553 0.4656962372726021
LognormalAB 1.22 0.15677555428193468 0.40873229539466677 0.44598836904393974
NormalAB 1.22 0.1577214606500772 0.4104112900218818 0.44776967024380643
PDE 1.2395 0.15144187685076577 0.40822494276097615 0.44911876912721777
Lognormal 1.2395 0.16173038059121309 0.4265045557125951 0.46864038803665226
Normal 1.2395 0.1636161429114492 0.42985147507398347 0.47220657766992247
LognormalAB 1.2395 0.15228034391967138 0.40971609740482706 0.4507140130083959
NormalAB 1.2395 0.15320791190913605 0.4113653747408661 0.4524778499288687
PDE 1.259 0.14729426549547261 0.4095262327879696 0.4541725390813437
Lognormal 1.259 0.15821002261104122 0.42895691826079174 0.4750839092450283
Normal 1.259 0.16016957505666252 0.4324395539153065 0.47882285063913554
LognormalAB 1.259 0.1480053856630788 0.4107939015978232 0.4555393886313106
NormalAB 1.259 0.14891482390348354 0.41241468548673327 0.4572864622743856
PDE 1.2785 0.14334644250664924 0.41089820315819536 0.4593072027615289
Lognormal 1.2785 0.15487603858655868 0.4314698477727881 0.48161500453581757
Normal 1.2785 0.15691021018124643 0.4350914921152195 0.4855322002552508
LognormalAB 1.2785 0.1439373733501778 0.41195467308077643 0.4604551713872266
NormalAB 1.2785 0.14482891004525533 0.41354809279227145 0.462186121507162
PDE 1.298 0.1395859309544678 0.41233127201916997 0.4645142625912228
Lognormal 1.298 0.15171450110746376 0.43403160779567557 0.48822240986331494
Normal 1.298 0.15382393143816805 0.43779522471967003 0.49232306674222925
LognormalAB 1.298 0.1400637304517242 0.4131883786184524 0.46545272140264743
NormalAB 1.298 0.14093760912622139 0.41475547499480425 0.46716812900810745
PDE 1.3175000000000001 0.13600104837864857 0.4138168371594295 0.46978595285155944
Lognormal 1.3175000000000001 0.14871263168381438 0.4366318925565381 0.4948960322372992
Normal 1.3175000000000001 0.15089779009633628 0.4405401464104916 0.49918508234774117
LognormalAB 1.3175000000000001 0.13637261218677965 0.4144859251437657 0.4705240653441971
NormalAB 1.3175000000000001 0.13722908810049753 0.41602765677346565 0.47222445561010484
PDE 1.337 0.1325808613766626 0.41534715944986517 0.4751151568888904
Lognormal 1.337 0.1458587225035185 0.43926167578877773 0.5016268468945673
Normal 1.337 0.14811992577701466 0.4433169577311273 0.5061089669766363
LognormalAB 1.337 0.13285289499120428 0.415839094252142 0.475661869487306
NormalAB 1.337 0.133692232136792 0.417356343547804 0.47734771492878914
PDE 1.3565 0.1293152669477339 0.41691549003854816 0.4804955903634292
Lognormal 1.3565 0.14314205644094424 0.4419130700887266 0.5084067974129202
Normal 1.3565 0.14547948496802515 0.44611752203764393 0.5130864268232036
LognormalAB 1.3565 0.1294941566169947 0.4172404753355621 0.4808594068755834
NormalAB 1.3565 0.13031662522094412 0.41873405442248024 0.4825311306621823
PDE 1.376 0.12619482605382892 0.41851576254037043 0.4859214991490653
Lognormal 1.376 0.14055282800474556 0.4445791978779769 0.5152287008514391
Normal 1.376 0.14296654053493027 0.4489347342516696 0.5201100581048463
LognormalAB 1.376 0.12628664958185554 0.4186833993502165 0.4861105208988843
NormalAB 1.376 0.12709252403438467 0.42015405569814246 0.4877685002120211
PDE 1.3955 0.12321063016156446 0.4201423481573821 0.491387412876218
Lognormal 1.3955 0.13808206704752046 0.4472540742789944 0.5220861591554158
Normal 1.3955 0.14057201407170955 0.4517624017180374 0.5271732571465159
LognormalAB 1.3955 0.12322127017057122 0.4201618746508146 0.49140958709833804
NormalAB 1.3955 0.12401082731791889 0.4216102964038259 0.49305415645739087
PDE 1.415 0.12035464291827144 0.42179068832414385 0.4968888895532821
Lognormal 1.415 0.13572156640207805 0.4499325016898356 0.5289734774487539
Normal 1.415 0.13828760226720005 0.45459513694421877 0.5342701374439454
LognormalAB 1.415 0.12028952473114118 0.4216705258670435 0.4967514745620442
NormalAB 1.415 0.1210630424721283 0.4230973468446486 0.4983829290636621
PDE 1.4344999999999999 0.11761911133876585 0.42345622875891015 0.5024213338379925
Lognormal 1.4344999999999999 0.13346381412116315 0.45260997550831167 0.5358855894026442
Normal 1.4344999999999999 0.1361057079694771 0.45742826166072 0.541395453895553
LognormalAB 1.4344999999999999 0.11748349461587504 0.42320453643609296 0.5021315079071107
NormalAB 1.4344999999999999 0.11824125075267979 0.4246103407931 0.5037501063384198
PDE 1.4540000000000002 0.11499710423751594 0.4251354270446542 0.5079811680105679
Lognormal 1.4540000000000002 0.13130193064434953 0.4552826002571086 0.5428179895742095
Normal 1.4540000000000002 0.13401937627284913 0.46025772144150034 0.5485445340949378
LognormalAB 1.4540000000000002 0.11479580079010232 0.42475959512789924 0.5075454305473237
NormalAB 1.4540000000000002 0.1155380720906892 0.42614492167154994 0.5091513983466757
PDE 1.4735 0.11248189592208817 0.4268246314181371 0.513564565450783
Lognormal 1.4735 0.12922961096718727 0.45794701526003806 0.549766672417732
Normal 1.4735 0.13202223570050406 0.46308001002165977 0.5557132163829076
LognormalAB 1.4735 0.11221956886380619 0.42633184669320806 0.512989369712651
